zone_id,borough,pickup_date,pickup_hour,vehicle_type,trip_count,trip_price
3,Bronx,2025-10-16,4,other_fhv,0,
3,Bronx,2025-10-16,5,yellow,0,
3,Bronx,2025-10-16,5,green,0,
3,Bronx,2025-10-16,5,hvfhv,34,22.88
3,Bronx,2025-10-16,5,other_fhv,0,
3,Bronx,2025-10-16,6,yellow,2,24.6
3,Bronx,2025-10-16,6,green,0,
3,Bronx,2025-10-16,6,hvfhv,76,24.77
3,Bronx,2025-10-16,6,other_fhv,1,
3,Bronx,2025-10-16,7,yellow,3,23.5
3,Bronx,2025-10-16,7,green,0,
3,Bronx,2025-10-16,7,hvfhv,121,23.47
3,Bronx,2025-10-16,7,other_fhv,5,
3,Bronx,2025-10-16,8,yellow,1,28.5
3,Bronx,2025-10-16,8,green,0,
3,Bronx,2025-10-16,8,hvfhv,135,18.18
3,Bronx,2025-10-16,8,other_fhv,4,
3,Bronx,2025-10-16,9,yellow,0,
3,Bronx,2025-10-16,9,green,0,
3,Bronx,2025-10-16,9,hvfhv,92,15.93
3,Bronx,2025-10-16,9,other_fhv,2,
3,Bronx,2025-10-16,10,yellow,1,35.5
3,Bronx,2025-10-16,10,green,1,2.9
3,Bronx,2025-10-16,10,hvfhv,85,17.34
3,Bronx,2025-10-16,10,other_fhv,5,
3,Bronx,2025-10-16,11,yellow,0,
3,Bronx,2025-10-16,11,green,0,
3,Bronx,2025-10-16,11,hvfhv,53,19.28
3,Bronx,2025-10-16,11,other_fhv,0,
3,Bronx,2025-10-16,12,yellow,0,
3,Bronx,2025-10-16,12,green,0,
3,Bronx,2025-10-16,12,hvfhv,61,20.15
3,Bronx,2025-10-16,12,other_fhv,3,
3,Bronx,2025-10-16,13,yellow,1,24.7
3,Bronx,2025-10-16,13,green,0,
3,Bronx,2025-10-16,13,hvfhv,75,17.57
3,Bronx,2025-10-16,13,other_fhv,6,
3,Bronx,2025-10-16,14,yellow,0,
3,Bronx,2025-10-16,14,green,0,
3,Bronx,2025-10-16,14,hvfhv,94,15.26
3,Bronx,2025-10-16,14,other_fhv,3,
3,Bronx,2025-10-16,15,yellow,0,
3,Bronx,2025-10-16,15,green,0,
3,Bronx,2025-10-16,15,hvfhv,89,17.33
3,Bronx,2025-10-16,15,other_fhv,3,
3,Bronx,2025-10-16,16,yellow,0,
3,Bronx,2025-10-16,16,green,0,
3,Bronx,2025-10-16,16,hvfhv,83,22.18
3,Bronx,2025-10-16,16,other_fhv,3,
3,Bronx,2025-10-16,17,yellow,0,
3,Bronx,2025-10-16,17,green,0,
3,Bronx,2025-10-16,17,hvfhv,109,18.44
3,Bronx,2025-10-16,17,other_fhv,1,
3,Bronx,2025-10-16,18,yellow,0,
3,Bronx,2025-10-16,18,green,0,
3,Bronx,2025-10-16,18,hvfhv,75,16.49
3,Bronx,2025-10-16,18,other_fhv,1,
3,Bronx,2025-10-16,19,yellow,0,
3,Bronx,2025-10-16,19,green,0,
3,Bronx,2025-10-16,19,hvfhv,80,15.99
3,Bronx,2025-10-16,19,other_fhv,0,
3,Bronx,2025-10-16,20,yellow,0,
3,Bronx,2025-10-16,20,green,0,
3,Bronx,2025-10-16,20,hvfhv,58,15.91
3,Bronx,2025-10-16,20,other_fhv,0,
3,Bronx,2025-10-16,21,yellow,0,
3,Bronx,2025-10-16,21,green,0,
3,Bronx,2025-10-16,21,hvfhv,55,15.4
3,Bronx,2025-10-16,21,other_fhv,1,
3,Bronx,2025-10-16,22,yellow,0,
3,Bronx,2025-10-16,22,green,0,
3,Bronx,2025-10-16,22,hvfhv,54,16.63
3,Bronx,2025-10-16,22,other_fhv,0,
3,Bronx,2025-10-16,23,yellow,0,
3,Bronx,2025-10-16,23,green,0,
3,Bronx,2025-10-16,23,hvfhv,56,17.57
3,Bronx,2025-10-16,23,other_fhv,0,
4,Manhattan,2025-10-16,0,yellow,15,15.91
4,Manhattan,2025-10-16,0,green,0,
4,Manhattan,2025-10-16,0,hvfhv,57,22.73
4,Manhattan,2025-10-16,0,other_fhv,0,
4,Manhattan,2025-10-16,1,yellow,6,16.56
4,Manhattan,2025-10-16,1,green,0,
4,Manhattan,2025-10-16,1,hvfhv,54,25.83
4,Manhattan,2025-10-16,1,other_fhv,0,
4,Manhattan,2025-10-16,2,yellow,5,3.81
4,Manhattan,2025-10-16,2,green,0,
4,Manhattan,2025-10-16,2,hvfhv,19,22.07
4,Manhattan,2025-10-16,2,other_fhv,0,
4,Manhattan,2025-10-16,3,yellow,1,68.37
4,Manhattan,2025-10-16,3,green,0,
4,Manhattan,2025-10-16,3,hvfhv,19,28.82
4,Manhattan,2025-10-16,3,other_fhv,0,
4,Manhattan,2025-10-16,4,yellow,3,21.71
4,Manhattan,2025-10-16,4,green,0,
4,Manhattan,2025-10-16,4,hvfhv,40,26.7
4,Manhattan,2025-10-16,4,other_fhv,0,
4,Manhattan,2025-10-16,5,yellow,7,5.2
4,Manhattan,2025-10-16,5,green,0,
4,Manhattan,2025-10-16,5,hvfhv,43,34.93
4,Manhattan,2025-10-16,5,other_fhv,0,
4,Manhattan,2025-10-16,6,yellow,14,15.91
4,Manhattan,2025-10-16,6,green,0,
4,Manhattan,2025-10-16,6,hvfhv,46,25.78
4,Manhattan,2025-10-16,6,other_fhv,3,
4,Manhattan,2025-10-16,7,yellow,19,18.64
4,Manhattan,2025-10-16,7,green,0,
4,Manhattan,2025-10-16,7,hvfhv,87,32.59
4,Manhattan,2025-10-16,7,other_fhv,3,
4,Manhattan,2025-10-16,8,yellow,22,23.07
4,Manhattan,2025-10-16,8,green,0,
4,Manhattan,2025-10-16,8,hvfhv,96,32.76
4,Manhattan,2025-10-16,8,other_fhv,3,
4,Manhattan,2025-10-16,9,yellow,27,19.57
4,Manhattan,2025-10-16,9,green,0,
4,Manhattan,2025-10-16,9,hvfhv,118,27.31
4,Manhattan,2025-10-16,9,other_fhv,3,
4,Manhattan,2025-10-16,10,yellow,12,18.02
4,Manhattan,2025-10-16,10,green,0,
4,Manhattan,2025-10-16,10,hvfhv,96,24.47
4,Manhattan,2025-10-16,10,other_fhv,2,
4,Manhattan,2025-10-16,11,yellow,21,18.62
4,Manhattan,2025-10-16,11,green,0,
4,Manhattan,2025-10-16,11,hvfhv,59,25.5
4,Manhattan,2025-10-16,11,other_fhv,2,
4,Manhattan,2025-10-16,12,yellow,17,20.27
4,Manhattan,2025-10-16,12,green,0,
4,Manhattan,2025-10-16,12,hvfhv,67,25.18
4,Manhattan,2025-10-16,12,other_fhv,3,
4,Manhattan,2025-10-16,13,yellow,4,31.7
4,Manhattan,2025-10-16,13,green,0,
4,Manhattan,2025-10-16,13,hvfhv,52,29.82
4,Manhattan,2025-10-16,13,other_fhv,0,
4,Manhattan,2025-10-16,14,yellow,11,19.62
4,Manhattan,2025-10-16,14,green,0,
4,Manhattan,2025-10-16,14,hvfhv,66,30.73
4,Manhattan,2025-10-16,14,other_fhv,2,
4,Manhattan,2025-10-16,15,yellow,13,30.43
4,Manhattan,2025-10-16,15,green,1,2.9
4,Manhattan,2025-10-16,15,hvfhv,60,28.53
4,Manhattan,2025-10-16,15,other_fhv,2,
4,Manhattan,2025-10-16,16,yellow,12,11.7
4,Manhattan,2025-10-16,16,green,0,
4,Manhattan,2025-10-16,16,hvfhv,48,30.07
4,Manhattan,2025-10-16,16,other_fhv,0,
4,Manhattan,2025-10-16,17,yellow,17,22.02
4,Manhattan,2025-10-16,17,green,0,
4,Manhattan,2025-10-16,17,hvfhv,73,33.22
4,Manhattan,2025-10-16,17,other_fhv,1,
4,Manhattan,2025-10-16,18,yellow,24,20.58
4,Manhattan,2025-10-16,18,green,0,
4,Manhattan,2025-10-16,18,hvfhv,90,29.15
4,Manhattan,2025-10-16,18,other_fhv,1,
4,Manhattan,2025-10-16,19,yellow,19,20.47
4,Manhattan,2025-10-16,19,green,0,
4,Manhattan,2025-10-16,19,hvfhv,90,23.51
4,Manhattan,2025-10-16,19,other_fhv,0,
4,Manhattan,2025-10-16,20,yellow,21,18.47
4,Manhattan,2025-10-16,20,green,0,
4,Manhattan,2025-10-16,20,hvfhv,94,25.43
4,Manhattan,2025-10-16,20,other_fhv,0,
4,Manhattan,2025-10-16,21,yellow,16,17.24
4,Manhattan,2025-10-16,21,green,0,
4,Manhattan,2025-10-16,21,hvfhv,89,26.38
4,Manhattan,2025-10-16,21,other_fhv,0,
4,Manhattan,2025-10-16,22,yellow,15,17.15
4,Manhattan,2025-10-16,22,green,0,
4,Manhattan,2025-10-16,22,hvfhv,102,27.11
4,Manhattan,2025-10-16,22,other_fhv,1,
4,Manhattan,2025-10-16,23,yellow,26,19.4
4,Manhattan,2025-10-16,23,green,0,
4,Manhattan,2025-10-16,23,hvfhv,100,22.45
4,Manhattan,2025-10-16,23,other_fhv,0,
5,Staten Island,2025-10-16,0,yellow,0,
5,Staten Island,2025-10-16,0,green,0,
5,Staten Island,2025-10-16,0,hvfhv,2,28.34
5,Staten Island,2025-10-16,0,other_fhv,0,
5,Staten Island,2025-10-16,1,yellow,0,
5,Staten Island,2025-10-16,1,green,0,
5,Staten Island,2025-10-16,1,hvfhv,0,
5,Staten Island,2025-10-16,1,other_fhv,0,
5,Staten Island,2025-10-16,2,yellow,0,
5,Staten Island,2025-10-16,2,green,0,
5,Staten Island,2025-10-16,2,hvfhv,1,11.6
5,Staten Island,2025-10-16,2,other_fhv,0,
5,Staten Island,2025-10-16,3,yellow,0,
5,Staten Island,2025-10-16,3,green,0,
5,Staten Island,2025-10-16,3,hvfhv,1,22.22
5,Staten Island,2025-10-16,3,other_fhv,0,
5,Staten Island,2025-10-16,4,yellow,0,
5,Staten Island,2025-10-16,4,green,0,
5,Staten Island,2025-10-16,4,hvfhv,5,56.0
5,Staten Island,2025-10-16,4,other_fhv,0,
5,Staten Island,2025-10-16,5,yellow,0,
5,Staten Island,2025-10-16,5,green,0,
5,Staten Island,2025-10-16,5,hvfhv,6,20.43
5,Staten Island,2025-10-16,5,other_fhv,0,
5,Staten Island,2025-10-16,6,yellow,0,
5,Staten Island,2025-10-16,6,green,0,
5,Staten Island,2025-10-16,6,hvfhv,10,14.99
5,Staten Island,2025-10-16,6,other_fhv,2,
5,Staten Island,2025-10-16,7,yellow,0,
5,Staten Island,2025-10-16,7,green,0,
5,Staten Island,2025-10-16,7,hvfhv,14,26.58
5,Staten Island,2025-10-16,7,other_fhv,3,
5,Staten Island,2025-10-16,8,yellow,0,
5,Staten Island,2025-10-16,8,green,0,
5,Staten Island,2025-10-16,8,hvfhv,18,31.01
5,Staten Island,2025-10-16,8,other_fhv,2,
5,Staten Island,2025-10-16,9,yellow,0,
5,Staten Island,2025-10-16,9,green,0,
5,Staten Island,2025-10-16,9,hvfhv,22,17.2
5,Staten Island,2025-10-16,9,other_fhv,6,
5,Staten Island,2025-10-16,10,yellow,0,
5,Staten Island,2025-10-16,10,green,0,
5,Staten Island,2025-10-16,10,hvfhv,8,21.7
5,Staten Island,2025-10-16,10,other_fhv,4,
5,Staten Island,2025-10-16,11,yellow,0,
5,Staten Island,2025-10-16,11,green,0,
5,Staten Island,2025-10-16,11,hvfhv,10,25.28
5,Staten Island,2025-10-16,11,other_fhv,4,
5,Staten Island,2025-10-16,12,yellow,0,
5,Staten Island,2025-10-16,12,green,0,
5,Staten Island,2025-10-16,12,hvfhv,10,18.56
5,Staten Island,2025-10-16,12,other_fhv,1,
5,Staten Island,2025-10-16,13,yellow,0,
5,Staten Island,2025-10-16,13,green,0,
5,Staten Island,2025-10-16,13,hvfhv,11,19.49
5,Staten Island,2025-10-16,13,other_fhv,4,
5,Staten Island,2025-10-16,14,yellow,0,
5,Staten Island,2025-10-16,14,green,0,
5,Staten Island,2025-10-16,14,hvfhv,8,30.92
5,Staten Island,2025-10-16,14,other_fhv,1,
5,Staten Island,2025-10-16,15,yellow,0,
5,Staten Island,2025-10-16,15,green,0,
5,Staten Island,2025-10-16,15,hvfhv,11,27.37
5,Staten Island,2025-10-16,15,other_fhv,1,
5,Staten Island,2025-10-16,16,yellow,0,
5,Staten Island,2025-10-16,16,green,0,
5,Staten Island,2025-10-16,16,hvfhv,12,25.0
5,Staten Island,2025-10-16,16,other_fhv,0,
5,Staten Island,2025-10-16,17,yellow,0,
5,Staten Island,2025-10-16,17,green,0,
5,Staten Island,2025-10-16,17,hvfhv,10,26.52
5,Staten Island,2025-10-16,17,other_fhv,0,
5,Staten Island,2025-10-16,18,yellow,0,
5,Staten Island,2025-10-16,18,green,0,
5,Staten Island,2025-10-16,18,hvfhv,8,15.27
5,Staten Island,2025-10-16,18,other_fhv,1,
5,Staten Island,2025-10-16,19,yellow,0,
5,Staten Island,2025-10-16,19,green,0,
5,Staten Island,2025-10-16,19,hvfhv,7,16.8
5,Staten Island,2025-10-16,19,other_fhv,1,
5,Staten Island,2025-10-16,20,yellow,0,
5,Staten Island,2025-10-16,20,green,0,
5,Staten Island,2025-10-16,20,hvfhv,6,11.49
5,Staten Island,2025-10-16,20,other_fhv,0,
5,Staten Island,2025-10-16,21,yellow,0,
5,Staten Island,2025-10-16,21,green,0,
5,Staten Island,2025-10-16,21,hvfhv,7,22.58
5,Staten Island,2025-10-16,21,other_fhv,0,
5,Staten Island,2025-10-16,22,yellow,0,
5,Staten Island,2025-10-16,22,green,0,
5,Staten Island,2025-10-16,22,hvfhv,3,18.61
5,Staten Island,2025-10-16,22,other_fhv,0,
5,Staten Island,2025-10-16,23,yellow,0,
5,Staten Island,2025-10-16,23,green,0,
5,Staten Island,2025-10-16,23,hvfhv,0,
5,Staten Island,2025-10-16,23,other_fhv,0,
6,Staten Island,2025-10-16,0,yellow,0,
6,Staten Island,2025-10-16,0,green,0,
6,Staten Island,2025-10-16,0,hvfhv,7,17.46
6,Staten Island,2025-10-16,0,other_fhv,0,
6,Staten Island,2025-10-16,1,yellow,0,
6,Staten Island,2025-10-16,1,green,0,
6,Staten Island,2025-10-16,1,hvfhv,6,15.8
6,Staten Island,2025-10-16,1,other_fhv,0,
6,Staten Island,2025-10-16,2,yellow,0,
6,Staten Island,2025-10-16,2,green,0,
6,Staten Island,2025-10-16,2,hvfhv,2,28.21
6,Staten Island,2025-10-16,2,other_fhv,0,
6,Staten Island,2025-10-16,3,yellow,0,
6,Staten Island,2025-10-16,3,green,0,
6,Staten Island,2025-10-16,3,hvfhv,1,14.33
6,Staten Island,2025-10-16,3,other_fhv,0,
6,Staten Island,2025-10-16,4,yellow,0,
6,Staten Island,2025-10-16,4,green,0,
6,Staten Island,2025-10-16,4,hvfhv,5,18.63
6,Staten Island,2025-10-16,4,other_fhv,0,
6,Staten Island,2025-10-16,5,yellow,0,
6,Staten Island,2025-10-16,5,green,0,
6,Staten Island,2025-10-16,5,hvfhv,4,54.87
6,Staten Island,2025-10-16,5,other_fhv,1,
6,Staten Island,2025-10-16,6,yellow,1,-18.63
6,Staten Island,2025-10-16,6,green,0,
6,Staten Island,2025-10-16,6,hvfhv,18,22.38
6,Staten Island,2025-10-16,6,other_fhv,1,
6,Staten Island,2025-10-16,7,yellow,1,28.72
6,Staten Island,2025-10-16,7,green,0,
6,Staten Island,2025-10-16,7,hvfhv,29,28.65
6,Staten Island,2025-10-16,7,other_fhv,1,
6,Staten Island,2025-10-16,8,yellow,0,
6,Staten Island,2025-10-16,8,green,0,
6,Staten Island,2025-10-16,8,hvfhv,40,23.73
6,Staten Island,2025-10-16,8,other_fhv,8,
6,Staten Island,2025-10-16,9,yellow,0,
6,Staten Island,2025-10-16,9,green,0,
6,Staten Island,2025-10-16,9,hvfhv,34,23.23
6,Staten Island,2025-10-16,9,other_fhv,6,
6,Staten Island,2025-10-16,10,yellow,0,
6,Staten Island,2025-10-16,10,green,0,
6,Staten Island,2025-10-16,10,hvfhv,20,22.78
6,Staten Island,2025-10-16,10,other_fhv,12,
6,Staten Island,2025-10-16,11,yellow,0,
6,Staten Island,2025-10-16,11,green,0,
6,Staten Island,2025-10-16,11,hvfhv,21,22.4
6,Staten Island,2025-10-16,11,other_fhv,5,
6,Staten Island,2025-10-16,12,yellow,0,
6,Staten Island,2025-10-16,12,green,0,
6,Staten Island,2025-10-16,12,hvfhv,15,18.73
6,Staten Island,2025-10-16,12,other_fhv,6,
6,Staten Island,2025-10-16,13,yellow,0,
6,Staten Island,2025-10-16,13,green,0,
6,Staten Island,2025-10-16,13,hvfhv,16,22.33
6,Staten Island,2025-10-16,13,other_fhv,8,
6,Staten Island,2025-10-16,14,yellow,0,
6,Staten Island,2025-10-16,14,green,0,
6,Staten Island,2025-10-16,14,hvfhv,21,18.33
6,Staten Island,2025-10-16,14,other_fhv,7,
6,Staten Island,2025-10-16,15,yellow,2,7.43
6,Staten Island,2025-10-16,15,green,0,
6,Staten Island,2025-10-16,15,hvfhv,21,15.87
6,Staten Island,2025-10-16,15,other_fhv,8,
6,Staten Island,2025-10-16,16,yellow,0,
6,Staten Island,2025-10-16,16,green,0,
6,Staten Island,2025-10-16,16,hvfhv,30,30.13
6,Staten Island,2025-10-16,16,other_fhv,12,
6,Staten Island,2025-10-16,17,yellow,0,
6,Staten Island,2025-10-16,17,green,0,
6,Staten Island,2025-10-16,17,hvfhv,17,25.38
6,Staten Island,2025-10-16,17,other_fhv,3,
6,Staten Island,2025-10-16,18,yellow,0,
6,Staten Island,2025-10-16,18,green,0,
6,Staten Island,2025-10-16,18,hvfhv,23,21.76
6,Staten Island,2025-10-16,18,other_fhv,1,
6,Staten Island,2025-10-16,19,yellow,0,
6,Staten Island,2025-10-16,19,green,0,
6,Staten Island,2025-10-16,19,hvfhv,24,20.55
6,Staten Island,2025-10-16,19,other_fhv,1,
6,Staten Island,2025-10-16,20,yellow,0,
6,Staten Island,2025-10-16,20,green,0,
6,Staten Island,2025-10-16,20,hvfhv,16,34.96
6,Staten Island,2025-10-16,20,other_fhv,1,
6,Staten Island,2025-10-16,21,yellow,0,
6,Staten Island,2025-10-16,21,green,0,
6,Staten Island,2025-10-16,21,hvfhv,12,23.54
6,Staten Island,2025-10-16,21,other_fhv,0,
6,Staten Island,2025-10-16,22,yellow,0,
6,Staten Island,2025-10-16,22,green,0,
